Name,Assembly,Annotation,Reads,popppunk_cluster,ST,Pathotype,Country,Continent,Isolation,Publication
esc_ma8277aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8277aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8277aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8277aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8277aa_as_2.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ra0766aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra0766aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra0766aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra0766aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra0766aa_as_1.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_qa2206aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_qa2206aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_qa2206aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_qa2206aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_qa2206aa_as_2.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ma8209aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8209aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8209aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8209aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8209aa_as_2.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_na3126aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_na3126aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_na3126aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3126aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3126aa_as_1.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_na3127aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_na3127aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_na3127aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3127aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3127aa_as_2.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ma8214aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8214aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8214aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8214aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8214aa_as_1.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ma8213aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8213aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8213aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8213aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8213aa_as_1.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ra7537aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra7537aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra7537aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra7537aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra7537aa_as_1.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ma8276aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ma8276aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8276aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8276aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ma8276aa_as_1.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ra4307aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra4307aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra4307aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra4307aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra4307aa_as_1.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_na3117aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_na3117aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_na3117aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3117aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_na3117aa_as_1.fastq,21,5738,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ra1885aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra1885aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra1885aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra1885aa_as_1.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra1885aa_as_2.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_ra3562aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra3562aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra3562aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra3562aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra3562aa_as_1.fastq,21,392,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_sa4164aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7249717_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7249717_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7249717_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7249717_trimmed_1.fastq.gz,22,300,nd,united kingdom,Europe,human,public health england
srs3777427,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7833105_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7833105_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7833105_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7833105_trimmed_1.fastq.gz,22,343,nd,united kingdom,Europe,nd,phe
esc_sa3285aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7223081_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7223081_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7223081_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7223081_trimmed_1.fastq.gz,22,4942,nd,united kingdom,Europe,human,public health england
esc_sa6078aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7290889_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7290889_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7290889_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7290889_trimmed_1.fastq.gz,22,300~,nd,united kingdom,Europe,human,public health england
esc_sa5698aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7285438_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7285438_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7285438_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/reads/SRR7285438_trimmed_1.fastq.gz,22,5343,nd,united kingdom,Europe,human,public health england
esc_sa5291aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7282627_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7282627_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7282627_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7282627_trimmed_1.fastq.gz,22,343~,nd,united kingdom,Europe,human,public health england
esc_ia1239aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia1239aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia1239aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR4181485_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/reads/SRR4181485_trimmed_1.fastq.gz,22,6668,nd,united kingdom,Europe,human,public health england
esc_sa2768aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7204400_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7204400_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7204400_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7204400_trimmed_1.fastq.gz,22,300~,nd,united kingdom,Europe,human,public health england
esc_ra4687aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra4687aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra4687aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra4687aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ra4687aa_as_1.fastq,22,4942,nd,united states,North America,human,centers for disease control and prevention enteric diseases laboratory branch
esc_sa5749aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7285516_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7285516_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285516_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285516_trimmed_2.fastq.gz,22,5343,nd,united kingdom,Europe,human,public health england
esc_ia7105aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia7105aa_as.fasta,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia7105aa_as.fasta.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia7105aa_as_2.fastq;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/reads/artificial_reads/esc_ia7105aa_as_1.fastq,22,343,nd,united states,North America,feces,fda center for food safety and applied nutrition
esc_sa6793aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7367420_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7367420_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367420_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7367420_trimmed_1.fastq.gz,22,300,nd,united kingdom,Europe,human,public health england
esc_sa5705aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7285448_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7285448_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285448_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7285448_trimmed_2.fastq.gz,22,4942,nd,united kingdom,Europe,human,public health england
39282_a02,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/complete/39282_A02_contigs_pacbio.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/39282_A02_contigs_pacbio.fa.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/reads/39282_A02.fastq.gz,23,6,nd,united kingdom,Europe,nd,nctc
esc_sa1356aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7163918_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7163918_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7163918_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7163918_trimmed_1.fastq.gz,23,6~,nd,united kingdom,Europe,human,public health england
esc_sa4018aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7244275_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7244275_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7244275_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7244275_trimmed_1.fastq.gz,23,8300,nd,united kingdom,Europe,human,public health england
esc_sa2245aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7186932_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7186932_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7186932_trimmed_1.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7186932_trimmed_2.fastq.gz,23,6~,nd,united kingdom,Europe,human,public health england
srs3551131,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7527619_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7527619_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7527619_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/reads/SRR7527619_trimmed_1.fastq.gz,23,6~,nd,united kingdom,Europe,nd,phe
esc_sa4723aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7265856_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7265856_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7265856_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7265856_trimmed_1.fastq.gz,23,6~,nd,united kingdom,Europe,human,public health england
esc_sa1569aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7172431_trimmed.contigs_velvet.fa,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7172431_trimmed.velvet.gff,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7172431_trimmed_2.fastq.gz;/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/reads/SRR7172431_trimmed_1.fastq.gz,23,6,nd,united kingdom,Europe,human,public health england
